id, category_id,timestamp,title,url
68,1,31-07-2024,Long An: Khởi tố bị can hoạt động nhằm lật đổ chính quyền,https://thanhnien.vn/long-an-khoi-to-bi-can-hoat-dong-nham-lat-do-chinh-quyen-185240731152917009.htm
69,6,31-07-2024,"Chi hơn 9,3 tỉ đồng khắc phục sạt lở đường giao thông trong KDL hồ Tuyền Lâm",https://thanhnien.vn/chi-hon-93-ti-dong-khac-phuc-sat-lo-duong-giao-thong-trong-kdl-ho-tuyen-lam-185240731154508897.htm
70,4,31-07-2024,TP.HCM: Bắt giám đốc công ty đa cấp đang bị truy nã,https://thanhnien.vn/tphcm-bat-giam-doc-cong-ty-da-cap-dang-bi-truy-na-185240731160136455.htm
71,6,31-07-2024,Bắc Ninh có tân chủ tịch UBND tỉnh,https://thanhnien.vn/bac-ninh-co-tan-chu-tich-ubnd-tinh-18524073115351085.htm
72,6,31-07-2024,"Chủ tịch nước Tô Lâm: Đẩy mạnh cải cách tư pháp, chống bảo thủ, cục bộ",https://thanhnien.vn/chu-tich-nuoc-to-lam-day-manh-cai-cach-tu-phap-chong-bao-thu-cuc-bo-185240731151021263.htm
73,6,31-07-2024,TAND TP.HCM thông báo gì đến 35.000 người mua trái phiếu trong vụ án Trương Mỹ Lan?,https://thanhnien.vn/tand-tphcm-thong-bao-gi-den-35000-nguoi-mua-trai-phieu-trong-vu-an-truong-my-lan-185240731153225608.htm
74,4,31-07-2024,"Nhớ lại chuyện bị đánh ghen, cha chồng sát hại con dâu",https://thanhnien.vn/nho-lai-chuyen-bi-danh-ghen-cha-chong-sat-hai-con-dau-185240731133856748.htm
75,6,31-07-2024,Bà Nguyễn Hương Giang làm Chủ tịch HĐND tỉnh Bắc Ninh,https://thanhnien.vn/ba-nguyen-huong-giang-lam-chu-tich-hdnd-tinh-bac-ninh-185240731151731485.htm
76,1,31-07-2024,Doanh nghiệp 'bỏ lại' bãi rác thải 10.000 tấn gây ô nhiễm môi trường,https://thanhnien.vn/doanh-nghiep-bo-lai-bai-rac-thai-10000-tan-gay-o-nhiem-moi-truong-185240730221144349.htm
77,6,31-07-2024,Đắk Lắk: TP.Buôn Ma Thuột sáp nhập 2 phường,https://thanhnien.vn/dak-lak-tpbuon-ma-thuot-sap-nhap-2-phuong-185240731144735926.htm
78,6,31-07-2024,Công an ‘xới tung’ mặt hồ ken đặc củi rác tìm người bị lũ cuốn,https://thanhnien.vn/cong-an-xoi-tung-mat-ho-ken-dac-cui-rac-tim-nguoi-bi-lu-cuon-185240731141857653.htm
79,2,31-07-2024,"Tây Ninh: Bắt bị can làm giả ủy quyền, lừa bán đất chiếm đoạt hơn 10 tỉ đồng",https://thanhnien.vn/tay-ninh-bat-bi-can-lam-gia-uy-quyen-lua-ban-dat-chiem-doat-hon-10-ti-dong-185240731143353108.htm
80,6,31-07-2024,Ông Nguyễn Trọng Nghĩa: Công tác dư luận xã hội phải bám sát hơi thở cuộc sống,https://thanhnien.vn/ong-nguyen-trong-nghia-cong-tac-du-luan-xa-hoi-phai-bam-sat-hoi-tho-cuoc-song-185240731143736204.htm
81,6,31-07-2024,"Liên tục có người thiệt mạng do mưa lũ, Bộ NN-PTNT chỉ đạo nóng",https://thanhnien.vn/lien-tuc-co-nguoi-thiet-mang-do-mua-lu-bo-nn-ptnt-chi-dao-nong-185240731142742932.htm
